event_date,f1name,f2name,f1result,f2result,method,method_d,round,time
10/22/04,Evan Tanner,Robbie Lawler,win,loss,Submission,Triangle Choke,1,2:22
2/5/05,Evan Tanner,David Terrell,win,loss,TKO,Punches,1,4:35
4/15/06,Evan Tanner,Justin Levens,win,loss,Submission,Triangle Choke,1,3:14
9/22/00,Fabiano Iha,LaVerne Clark,win,loss,Submission,Armbar,1,1:10
12/16/00,Fabiano Iha,Daiju Takase,win,loss,TKO,Strikes,1,2:24
2/23/01,Fabiano Iha,Phil Johns,win,loss,Submission,Armbar,1,2:05
10/16/10,Fabio Maldonado,James McSweeney,win,loss,TKO,Punches,3,0:48
5/18/13,Fabio Maldonado,Roger Hollett,win,loss,Decision,Unanimous,3,5:00
10/9/13,Fabio Maldonado,Joey Beltran,win,loss,Decision,Split,3,5:00
3/23/14,Fabio Maldonado,Gian Villante,win,loss,Decision,Unanimous,3,5:00
10/25/14,Fabio Maldonado,Hans Stringer,win,loss,TKO,Punches,2,4:06
1/20/12,Fabricio Camoes,Tommy Hayden,win,loss,Submission,Rear-Naked Choke,1,4:03
1/19/08,Fabricio Werdum,Gabriel Gonzaga,win,loss,TKO,Punches,2,4:34
6/7/08,Fabricio Werdum,Brandon Vera,win,loss,TKO,Punches,1,4:40
2/4/12,Fabricio Werdum,Roy Nelson,win,loss,Decision,Unanimous,3,5:00
6/23/12,Fabricio Werdum,Mike Russow,win,loss,TKO,Punches,1,2:28
6/8/13,Fabricio Werdum,Antonio Rodrigo Nogueira,win,loss,Submission,Armbar,2,2:41
4/19/14,Fabricio Werdum,Travis Browne,win,loss,Decision,Unanimous,5,5:00
11/15/14,Fabricio Werdum,Mark Hunt,win,loss,TKO,Knee and Punches,2,2:27
6/13/15,Fabricio Werdum,Cain Velasquez,win,loss,Submission,Guillotine Choke,3,2:13
6/6/03,Falaniko Vitale,Matt Lindland,win,loss,TKO,Slam,1,1:56
12/12/14,Felice Herrig,Lisa Ellis,win,loss,Submission,Armbar,2,3:05
1/14/12,Felipe Arantes,Antonio Carvalho,win,loss,Decision,Unanimous,3,5:00
6/23/12,Felipe Arantes,Milton Vieira,draw,draw,Draw,Split,3,5:00
6/8/13,Felipe Arantes,Godofredo Castro,win,loss,TKO,Elbows and Punches,1,3:32
2/15/14,Felipe Arantes,Maximo Blanco,win,loss,Decision,Unanimous,3,5:00
8/23/15,Felipe Arantes,Yves Jabouin,win,loss,Submission,Armbar,1,4:21
4/9/05,Forrest Griffin,Stephan Bonnar,win,loss,Decision,Unanimous,3,5:00
6/4/05,Forrest Griffin,Bill Mahood,win,loss,Submission,Rear-Naked Choke,1,2:18
10/7/05,Forrest Griffin,Elvis Sinosic,win,loss,TKO,Punches,1,3:22
8/26/06,Forrest Griffin,Stephan Bonnar,win,loss,Decision,Unanimous,3,5:00
6/16/07,Forrest Griffin,Hector Ramirez,win,loss,Decision,Unanimous,3,5:00
9/22/07,Forrest Griffin,Mauricio Rua,win,loss,Submission,Rear-Naked Choke,3,4:45
7/5/08,Forrest Griffin,Quinton Jackson,win,loss,Decision,Unanimous,5,5:00
11/21/09,Forrest Griffin,Tito Ortiz,win,loss,Decision,Split,3,5:00
2/5/11,Forrest Griffin,Rich Franklin,win,loss,Decision,Unanimous,3,5:00
7/7/12,Forrest Griffin,Tito Ortiz,win,loss,Decision,Unanimous,3,5:00
8/17/06,Forrest Petz,Sam Morgan,win,loss,Decision,Unanimous,3,5:00
6/12/07,Forrest Petz,Luigi Fioravanti,win,loss,Decision,Unanimous,3,5:00
8/3/13,Francimar Barroso,Ednaldo Oliveira,win,loss,Decision,Unanimous,3,5:00
5/30/15,Francimar Barroso,Ryan Jimmo,win,loss,Decision,Unanimous,3,5:00
1/17/16,Francimar Barroso,Elvis Mutapcic,win,loss,Decision,Unanimous,3,5:00
10/29/11,Francis Carmont,Chris Camozzi,win,loss,Decision,Unanimous,3,5:00
4/14/12,Francis Carmont,Magnus Cedenblad,win,loss,Submission,Rear-Naked Choke,2,1:42
7/11/12,Francis Carmont,Karlos Vemola,win,loss,Submission,Rear-Naked Choke,2,1:39
11/17/12,Francis Carmont,Tom Lawlor,win,loss,Decision,Split,3,5:00
4/20/13,Francis Carmont,Lorenz Larkin,win,loss,Decision,Unanimous,3,5:00
9/21/13,Francis Carmont,Costas Philippou,win,loss,Decision,Unanimous,3,5:00
12/19/15,Francis Ngannou,Luis Henrique Barbosa de Oliveira,win,loss,KO,Punch,2,2:53
5/15/12,Francisco Rivera,Alex Soto,win,loss,Decision,Unanimous,3,5:00
7/21/12,Francisco Rivera,Roland Delorme,NC,NC,NC,Overturned by Commission,1,4:19
2/2/13,Francisco Rivera,Edwin Figueroa,win,loss,TKO,Punches,2,4:20
11/6/13,Francisco Rivera,George Roop,win,loss,TKO,Punches,2,2:20
6/6/15,Francisco Rivera,Alex Caceres,win,loss,KO,Punches,1,0:21
3/15/14,Francisco Trevino,Renee Forte,win,loss,Decision,Unanimous,3,5:00
6/23/12,Francisco Trinaldo,Delson Heleno,win,loss,TKO,Punches,1,4:21
1/19/13,Francisco Trinaldo,C.J. Keith,win,loss,Submission,Arm-Triangle Choke,2,1:50
5/18/13,Francisco Trinaldo,Mike Rio,win,loss,Submission,Arm-Triangle Choke,1,3:08
2/15/14,Francisco Trinaldo,Jesse Ronson,win,loss,Decision,Split,3,5:00
9/13/14,Francisco Trinaldo,Leandro Silva,win,loss,Decision,Unanimous,3,5:00
3/21/15,Francisco Trinaldo,Akbarh Arreola,win,loss,Decision,Unanimous,3,5:00
5/30/15,Francisco Trinaldo,Norman Parke,win,loss,Decision,Split,3,5:00
8/23/15,Francisco Trinaldo,Chad Laprise,win,loss,TKO,Punches,1,2:43
1/17/16,Francisco Trinaldo,Ross Pearson,win,loss,Decision,Unanimous,3,5:00
3/11/94,Frank Hamaker,Thaddeus Luster,win,loss,TKO,Corner Stoppage,1,4:52
11/2/01,Frank Mir,Roberto Traven,win,loss,Submission,Armbar,1,1:05
3/22/02,Frank Mir,Pete Williams,win,loss,Submission,Inside Shoulder Lock,1,0:46
2/28/03,Frank Mir,David Abbott,win,loss,Submission,Toe Hold,1,0:46
6/6/03,Frank Mir,Wes Sims,win,loss,DQ,Kicking a Downed Opponent,1,2:55
1/31/04,Frank Mir,Wes Sims,win,loss,KO,Punches,2,4:21
6/19/04,Frank Mir,Tim Sylvia,win,loss,Technical,Submission (Armbar,1,0:50
7/8/06,Frank Mir,Dan Christison,win,loss,Decision,Unanimous,3,5:00
8/25/07,Frank Mir,Antoni Hardonk,win,loss,Submission,Kimura,1,1:17
2/2/08,Frank Mir,Brock Lesnar,win,loss,Submission,Kneebar,1,1:30
12/27/08,Frank Mir,Antonio Rodrigo Nogueira,win,loss,TKO,Punches,2,1:54
12/12/09,Frank Mir,Cheick Kongo,win,loss,Technical,Submission (Guillotine Choke,1,1:12
9/25/10,Frank Mir,Mirko Filipovic,win,loss,KO,Knee,3,4:02
5/28/11,Frank Mir,Roy Nelson,win,loss,Decision,Unanimous,3,5:00
12/10/11,Frank Mir,Antonio Rodrigo Nogueira,win,loss,Technical,Submission (Kimura,1,3:38
2/22/15,Frank Mir,Antonio Silva,win,loss,KO,Elbows,1,1:40
7/15/15,Frank Mir,Todd Duffee,win,loss,KO,Punch,1,1:13
3/13/98,Frank Shamrock,Igor Zinoviev,win,loss,KO,Slam,1,0:22
5/15/98,Frank Shamrock,Jeremy Horn,win,loss,Submission,Kneebar,1,16:28
10/16/98,Frank Shamrock,John Lober,win,loss,Submission,Punches,1,7:40
9/24/99,Frank Shamrock,Tito Ortiz,win,loss,Submission,Punches,4,4:42
6/19/04,Frank Trigg,Dennis Hallman,win,loss,TKO,Punches,1,4:15
10/22/04,Frank Trigg,Renato Verissimo,win,loss,TKO,Elbows,2,2:11
2/3/07,Frankie Edgar,Tyson Griffin,win,loss,Decision,Unanimous,3,5:00
7/7/07,Frankie Edgar,Mark Bocek,win,loss,TKO,Punches,1,4:55
11/17/07,Frankie Edgar,Spencer Fisher,win,loss,Decision,Unanimous,3,5:00
7/19/08,Frankie Edgar,Hermes Franca,win,loss,Decision,Unanimous,3,5:00
5/23/09,Frankie Edgar,Sean Sherk,win,loss,Decision,Unanimous,3,5:00
12/5/09,Frankie Edgar,Matt Veach,win,loss,Submission,Rear-Naked Choke,2,2:22
4/10/10,Frankie Edgar,B.J. Penn,win,loss,Decision,Unanimous,5,5:00
8/28/10,Frankie Edgar,B.J. Penn,win,loss,Decision,Unanimous,5,5:00
1/1/11,Frankie Edgar,Gray Maynard,draw,draw,Draw,Split,5,5:00
10/8/11,Frankie Edgar,Gray Maynard,win,loss,KO,Punches,4,3:54
7/6/13,Frankie Edgar,Charles Oliveira,win,loss,Decision,Unanimous,3,5:00
7/6/14,Frankie Edgar,B.J. Penn,win,loss,TKO,Punches,3,4:16
11/22/14,Frankie Edgar,Cub Swanson,win,loss,Submission,Neck Crank,5,4:56
5/16/15,Frankie Edgar,Urijah Faber,win,loss,Decision,Unanimous,5,5:00
12/11/15,Frankie Edgar,Chad Mendes,win,loss,KO,Punch,1,2:28
8/23/15,Frankie Perez,Sam Stout,win,loss,TKO,Punches,1,0:54
8/16/14,Frankie Saenz,Nolan Ticman,win,loss,Decision,Unanimous,3,5:00
2/22/15,Frankie Saenz,Iuri Alcantara,win,loss,Decision,Unanimous,3,5:00
8/8/15,Frankie Saenz,Sirwan Kakai,win,loss,Decision,Split,3,5:00
3/21/15,Freddy Serrano,Bentley Syler,win,loss,KO,Punch,3,1:34
11/28/15,Freddy Serrano,Zhikui Yao,win,loss,TKO,Arm Injury,1,0:44
11/15/14,Gabriel Benitez,Humberto Brown Morrison,win,loss,Technical,Submission (Guillotine Choke,3,0:30
6/13/15,Gabriel Benitez,Clay Collard,win,loss,Decision,Unanimous,3,5:00
11/19/05,Gabriel Gonzaga,Kevin Jordan,win,loss,KO,Superman Punch,3,4:39
5/27/06,Gabriel Gonzaga,Fabiano Scherner,win,loss,TKO,Punches,2,0:24
12/30/06,Gabriel Gonzaga,Carmelo Marrero,win,loss,Submission,Armbar,1,3:22
4/21/07,Gabriel Gonzaga,Mirko Filipovic,win,loss,KO,Head Kick,1,4:51
7/5/08,Gabriel Gonzaga,Justin McCully,win,loss,Submission,Kimura,1,1:57
11/15/08,Gabriel Gonzaga,Josh Hendricks,win,loss,KO,Punches,1,1:01
8/29/09,Gabriel Gonzaga,Chris Tuchscherer,win,loss,TKO,Punches,1,2:27
1/14/12,Gabriel Gonzaga,Ednaldo Oliveira,win,loss,Submission,Rear-Naked Choke,1,3:22
1/19/13,Gabriel Gonzaga,Ben Rothwell,win,loss,Submission,Guillotine Choke,2,1:01
7/6/13,Gabriel Gonzaga,Dave Herman,win,loss,KO,Punches,1,0:17
10/19/13,Gabriel Gonzaga,Shawn Jordan,win,loss,KO,Punches,1,1:33
12/11/15,Gabriel Gonzaga,Konstantin Erokhin,win,loss,Decision,Unanimous,3,5:00
9/27/02,Gan McGee,Pedro Rizzo,win,loss,TKO,Corner Stoppage,1,5:00
2/28/03,Gan McGee,Alexandre Dantas,win,loss,TKO,Punches,1,4:49
10/24/15,Garreth McLellan,Bubba Bush,win,loss,KO,Punches,3,4:58
2/16/96,Gary Goodridge,Jerry Bohlander,win,loss,TKO,Punches,1,5:31
2/16/96,Gary Goodridge,Paul Herrera,win,loss,KO,Elbows,1,0:13
7/12/96,Gary Goodridge,John Campetella,win,loss,KO,Punches,1,1:28
3/5/99,Gary Goodridge,Andre Roberts,win,loss,Submission,Punch,1,0:43
5/31/14,Gasan Umalatov,Paulo Thiago,win,loss,Decision,Unanimous,3,5:00
12/11/15,Geane Herrera,Joby Sanchez,win,loss,TKO,Punches,2,4:28
4/6/13,Gegard Mousasi,Ilir Latifi,win,loss,Decision,Unanimous,3,5:00
5/31/14,Gegard Mousasi,Mark Munoz,win,loss,Submission,Rear-Naked Choke,1,3:57
1/24/15,Gegard Mousasi,Dan Henderson,win,loss,TKO,Punches,1,1:10
5/16/15,Gegard Mousasi,Costas Philippou,win,loss,Decision,Unanimous,3,5:00
7/13/02,Genki Sudo,Leigh Remedios,win,loss,Submission,Rear-Naked Choke,2,1:38
4/2/04,Genki Sudo,Mike Thomas Brown,win,loss,Submission,Triangle Armbar,1,3:31
5/23/09,George Roop,David Kaplan,win,loss,Decision,Split,3,5:00
6/4/11,George Roop,Josh Grispi,win,loss,KO,Punch to the Body,3,3:14
3/16/13,George Roop,Reuben Duran,win,loss,Decision,Unanimous,3,5:00
5/25/13,George Roop,Brian Bowles,win,loss,TKO,Punches,2,1:43
4/16/14,George Roop,Dustin Kimura,win,loss,Decision,Unanimous,3,5:00
12/8/07,George Sotiropoulos,Billy Miles,win,loss,Submission,Rear-Naked Choke,1,1:36
4/2/08,George Sotiropoulos,Roman Mitichyan,win,loss,TKO,Punches,2,2:24
8/8/09,George Sotiropoulos,George Roop,win,loss,Submission,Kimura,2,1:59
11/21/09,George Sotiropoulos,Jason Dent,win,loss,Submission,Armbar,2,4:36
2/20/10,George Sotiropoulos,Joe Stevenson,win,loss,Decision,Unanimous,3,5:00
7/3/10,George Sotiropoulos,Kurt Pellegrino,win,loss,Decision,Unanimous,3,5:00
11/20/10,George Sotiropoulos,Joe Lauzon,win,loss,Submission,Kimura,2,2:43
1/25/14,George Sullivan,Mike Rhodes,win,loss,Decision,Unanimous,3,5:00
9/13/14,George Sullivan,Igor Araujo,win,loss,KO,Punches,2,2:31
7/12/15,George Sullivan,Dominic Waters,win,loss,Decision,Unanimous,3,5:00
1/31/04,Georges St. Pierre,Karo Parisyan,win,loss,Decision,Unanimous,3,5:00
6/19/04,Georges St. Pierre,Jay Hieron,win,loss,TKO,Punches,1,1:42
4/16/05,Georges St. Pierre,Jason Miller,win,loss,Decision,Unanimous,3,5:00
8/20/05,Georges St. Pierre,Frank Trigg,win,loss,Submission,Rear-Naked Choke,1,4:09
11/19/05,Georges St. Pierre,Sean Sherk,win,loss,TKO,Punches and Elbows,2,2:53
3/4/06,Georges St. Pierre,B.J. Penn,win,loss,Decision,Split,3,5:00
11/18/06,Georges St. Pierre,Matt Hughes,win,loss,TKO,Head Kick and Punches,2,1:25
8/25/07,Georges St. Pierre,Josh Koscheck,win,loss,Decision,Unanimous,3,5:00
12/29/07,Georges St. Pierre,Matt Hughes,win,loss,Submission,Armbar,2,4:54
4/19/08,Georges St. Pierre,Matt Serra,win,loss,TKO,Knees to the Body,2,4:45
8/9/08,Georges St. Pierre,Jon Fitch,win,loss,Decision,Unanimous,5,5:00
1/31/09,Georges St. Pierre,B.J. Penn,win,loss,TKO,Corner Stoppage,4,5:00
7/11/09,Georges St. Pierre,Thiago Alves,win,loss,Decision,Unanimous,5,5:00
3/27/10,Georges St. Pierre,Dan Hardy,win,loss,Decision,Unanimous,5,5:00
12/11/10,Georges St. Pierre,Josh Koscheck,win,loss,Decision,Unanimous,5,5:00
4/30/11,Georges St. Pierre,Jake Shields,win,loss,Decision,Unanimous,5,5:00
11/17/12,Georges St. Pierre,Carlos Condit,win,loss,Decision,Unanimous,5,5:00
3/16/13,Georges St. Pierre,Nick Diaz,win,loss,Decision,Unanimous,5,5:00
11/16/13,Georges St. Pierre,Johny Hendricks,win,loss,Decision,Split,5,5:00
1/11/10,Gerald Harris,John Salter,win,loss,TKO,Punches,3,3:24
3/31/10,Gerald Harris,Mario Miranda,win,loss,TKO,Punches,1,4:49
7/3/10,Gerald Harris,David Branch,win,loss,KO,Slam,3,2:35
11/12/93,Gerard Gordeau,Kevin Rosier,win,loss,TKO,Corner Stoppage,1,0:59
11/12/93,Gerard Gordeau,Teila Tuli,win,loss,TKO,Head Kick,1,0:26
7/27/13,Germaine de Randamie,Julie Kedzie,win,loss,Decision,Split,3,5:00
3/14/15,Germaine de Randamie,Larissa Pacheco,win,loss,TKO,Punches,2,2:02
7/12/96,Geza Kalman,Dieuseul Berto,win,loss,TKO,Punches,1,5:57
11/16/13,Gian Villante,Cody Donovan,win,loss,TKO,Punches,2,1:22
6/28/14,Gian Villante,Sean O'Connell,win,loss,Decision,Split,3,5:00
4/18/15,Gian Villante,Corey Anderson,win,loss,TKO,Punches,3,4:18
11/14/15,Gian Villante,Anthony Perosh,win,loss,KO,Punch,1,2:56
1/11/02,Gil Castillo,Chris Brennan,win,loss,Decision,Unanimous,3,5:00
7/26/14,Gilbert Burns,Andreas Stahl,win,loss,Decision,Unanimous,3,5:00
10/25/14,Gilbert Burns,Christos Giagos,win,loss,Submission,Armbar,1,4:57
3/21/15,Gilbert Burns,Alex Oliveira,win,loss,Submission,Armbar,3,4:14
10/19/13,Gilbert Melendez,Diego Sanchez,win,loss,Decision,Unanimous,3,5:00
8/1/15,Glaico Franca,Fernando Bruno,win,loss,Submission,Rear-Naked Choke,3,4:46
3/3/07,Gleison Tibau,Jason Dent,win,loss,Decision,Unanimous,3,5:00
6/12/07,Gleison Tibau,Jeff Cox,win,loss,Submission,Arm-Triangle Choke,1,1:52
9/8/07,Gleison Tibau,Terry Etim,win,loss,Decision,Unanimous,3,5:00
2/7/09,Gleison Tibau,Rich Clementi,win,loss,Submission,Guillotine Choke,1,4:35
4/1/09,Gleison Tibau,Jeremy Stephens,win,loss,Decision,Unanimous,3,5:00
10/24/09,Gleison Tibau,Josh Neer,win,loss,Decision,Unanimous,3,5:00
3/31/10,Gleison Tibau,Caol Uno,win,loss,TKO,Punches,1,4:13
3/19/11,Gleison Tibau,Kurt Pellegrino,win,loss,Decision,Split,3,5:00
5/28/11,Gleison Tibau,Rafaello Oliveira,win,loss,Submission,Rear-Naked Choke,2,3:28
11/19/11,Gleison Tibau,Rafael dos Anjos,win,loss,Decision,Split,3,5:00
10/13/12,Gleison Tibau,Francisco Trinaldo,win,loss,Decision,Unanimous,3,5:00
5/18/13,Gleison Tibau,John Cholish,win,loss,Submission,Guillotine Choke,2,2:34
8/31/13,Gleison Tibau,Jamie Varner,win,loss,Decision,Split,3,5:00
7/16/14,Gleison Tibau,Pat Healy,win,loss,Decision,Unanimous,3,5:00
9/13/14,Gleison Tibau,Piotr Hallmann,win,loss,Decision,Split,3,5:00
1/18/15,Gleison Tibau,Norman Parke,win,loss,Decision,Split,3,5:00
11/7/15,Gleison Tibau,Abel Trujillo,win,loss,Technical,Submission (Rear-Naked Choke,1,1:45
5/26/12,Glover Teixeira,Kyle Kingsbury,win,loss,Submission,Arm-Triangle Choke,1,1:53
10/13/12,Glover Teixeira,Fabio Maldonado,win,loss,TKO,Doctor Stoppage,2,5:00
1/26/13,Glover Teixeira,Quinton Jackson,win,loss,Decision,Unanimous,3,5:00
5/25/13,Glover Teixeira,James Te Huna,win,loss,Submission,Guillotine Choke,1,2:38
9/4/13,Glover Teixeira,Ryan Bader,win,loss,TKO,Punches,1,2:55
8/8/15,Glover Teixeira,Ovince St. Preux,win,loss,Technical,Submission (Rear-Naked Choke,3,3:10
11/7/15,Glover Teixeira,Patrick Cummins,win,loss,TKO,Punches,2,1:12
1/19/13,Godofredo Castro,Milton Vieira,win,loss,Decision,Split,3,5:00
3/23/14,Godofredo Castro,Noad Lahat,win,loss,KO,Flying Knee,1,2:39
9/13/14,Godofredo Castro,Dashon Johnson,win,loss,Submission,Triangle Armbar,1,4:29
3/21/15,Godofredo Castro,Andre Fili,win,loss,Submission,Triangle Choke,1,3:14
5/24/08,Goran Reljic,Wilson Gouveia,win,loss,TKO,Punches,2,3:15
6/23/07,Gray Maynard,Robert Emerson,NC,NC,No,Contest (Both Fighters TKO'd,2,0:39
9/19/07,Gray Maynard,Joe Veres,win,loss,KO,Punch,1,0:09
1/23/08,Gray Maynard,Dennis Siver,win,loss,Decision,Unanimous,3,5:00
4/2/08,Gray Maynard,Frankie Edgar,win,loss,Decision,Unanimous,3,5:00
10/25/08,Gray Maynard,Rich Clementi,win,loss,Decision,Unanimous,3,5:00
3/7/09,Gray Maynard,Jim Miller,win,loss,Decision,Unanimous,3,5:00
9/16/09,Gray Maynard,Roger Huerta,win,loss,Decision,Split,3,5:00
1/11/10,Gray Maynard,Nate Diaz,win,loss,Decision,Split,3,5:00
8/28/10,Gray Maynard,Kenny Florian,win,loss,Decision,Unanimous,3,5:00
6/22/12,Gray Maynard,Clay Guida,win,loss,Decision,Split,5,5:00
8/28/10,Greg Soto,Nick Osipczak,win,loss,Decision,Unanimous,3,5:00
8/23/14,Guangyou Ning,Jianping Yang,win,loss,Decision,Unanimous,3,5:00
5/16/15,Guangyou Ning,Royston Wee,win,loss,TKO,Punches and Elbows,2,4:59
8/1/15,Guido Cannetti,Hugo Viana,win,loss,Decision,Unanimous,3,5:00
9/29/12,Gunnar Nelson,DaMarques Johnson,win,loss,Submission,Rear-Naked Choke,1,3:34
2/16/13,Gunnar Nelson,Jorge Santiago,win,loss,Decision,Unanimous,3,5:00
3/8/14,Gunnar Nelson,Omari Akhmedov,win,loss,Submission,Guillotine Choke,1,4:36
7/19/14,Gunnar Nelson,Zak Cummings,win,loss,Submission,Rear-Naked Choke,2,4:48
7/11/15,Gunnar Nelson,Brandon Thatch,win,loss,Submission,Rear-Naked Choke,1,2:54
12/16/94,Guy Mezger,Jason Fairn,win,loss,TKO,Corner Stoppage,1,2:13
4/7/95,Guy Mezger,John Dowdy,win,loss,TKO,Punches,1,2:02
5/30/97,Guy Mezger,Tito Ortiz,win,loss,Submission,Guillotine Choke,1,3:00
5/30/97,Guy Mezger,Christophe Leninger,win,loss,Decision,Unanimous,1,15:00
6/23/12,Hacran Dias,Iuri Alcantara,win,loss,Decision,Unanimous,3,5:00
12/20/14,Hacran Dias,Darren Elkins,win,loss,Decision,Unanimous,3,5:00
6/27/15,Hacran Dias,Levan Makashvili,win,loss,Decision,Split,3,5:00
3/23/14,Hans Stringer,Francimar Barroso,win,loss,Decision,Split,3,5:00
9/9/94,Harold Howard,Roland Payne,win,loss,KO,Punch,1,0:46
10/29/11,Hatsu Hioki,George Roop,win,loss,Decision,Split,3,5:00
2/26/12,Hatsu Hioki,Bart Palaszewski,win,loss,Decision,Unanimous,3,5:00
3/1/14,Hatsu Hioki,Ivan Menjivar,win,loss,Decision,Unanimous,3,5:00
4/7/07,Heath Herring,Brad Imes,win,loss,Decision,Unanimous,3,5:00
3/1/08,Heath Herring,Cheick Kongo,win,loss,Decision,Split,3,5:00
12/12/14,Heather Clark,Bec Rawlings,win,loss,Decision,Unanimous,3,5:00
12/15/12,Hector Lombard,Rousimar Palhares,win,loss,KO,Punches,1,3:38
10/19/13,Hector Lombard,Nate Marquardt,win,loss,KO,Punches,1,1:48
3/15/14,Hector Lombard,Jake Shields,win,loss,Decision,Unanimous,3,5:00
1/3/15,Hector Lombard,Joshua Burkman,NC,NC,NC,Overturned by NAC,3,5:00
11/15/14,Hector Urbina,Edgar Garcia,win,loss,Submission,Guillotine Choke,1,3:38
12/13/14,Henry Cejudo,Dustin Kimura,win,loss,Decision,Unanimous,3,5:00
3/14/15,Henry Cejudo,Chris Cariaso,win,loss,Decision,Unanimous,3,5:00
6/13/15,Henry Cejudo,Chico Camus,win,loss,Decision,Unanimous,3,5:00
11/21/15,Henry Cejudo,Jussier da Silva,win,loss,Decision,Split,3,5:00
6/8/12,Henry Martinez,Bernardo Magalhaes,win,loss,Decision,Split,3,5:00
4/25/03,Hermes Franca,Rich Crunkilton,win,loss,Decision,Unanimous,3,5:00
9/26/03,Hermes Franca,Caol Uno,win,loss,KO,Punch,2,2:46
7/8/06,Hermes Franca,Joe Jordan,win,loss,Submission,Triangle Choke,3,0:47
8/26/06,Hermes Franca,Jamie Varner,win,loss,Submission,Armbar,3,3:31
1/25/07,Hermes Franca,Spencer Fisher,win,loss,TKO,Punches,2,4:03
10/25/08,Hermes Franca,Marcus Aurelio,win,loss,Decision,Unanimous,3,5:00
2/28/15,Holly Holm,Raquel Pennington,win,loss,Decision,Split,3,5:00
7/15/15,Holly Holm,Marion Reneau,win,loss,Decision,Unanimous,3,5:00
11/14/15,Holly Holm,Ronda Rousey,win,loss,KO,Head Kick and Punches,2,0:59
5/26/07,Houston Alexander,Keith Jardine,win,loss,TKO,Punches,1,0:48
9/8/07,Houston Alexander,Alessio Sakara,win,loss,TKO,Knee and Puches,1,1:01
6/23/12,Hugo Viana,John Teixeira da Conceicao,win,loss,Decision,Split,3,5:00
12/15/12,Hugo Viana,Reuben Duran,win,loss,KO,Punch,1,4:05
1/25/14,Hugo Viana,Ramiro Hernandez,win,loss,Decision,Unanimous,3,5:00
3/3/13,Hyun Gyu Lim,Marcelo Guimaraes,win,loss,KO,Knee,2,4:00
8/31/13,Hyun Gyu Lim,Pascal Krauss,win,loss,KO,Knee and Punches,1,3:58
9/20/14,Hyun Gyu Lim,Takenori Sato,win,loss,KO,Elbows,1,1:18
12/13/14,Ian Entwistle,Anthony Birchak,win,loss,Submission,Heel Hook,1,1:04
6/9/00,Ian Freeman,Nate Schroeder,win,loss,Submission,Punches,2,2:13
9/22/00,Ian Freeman,Tedd Williams,win,loss,Decision,Unanimous,3,5:00
7/13/02,Ian Freeman,Frank Mir,win,loss,TKO,Punches,1,4:35
12/4/10,Ian Loveland,Tyler Toner,win,loss,Decision,Unanimous,3,5:00
8/3/13,Ian McCall,Iliarde Santos,win,loss,Decision,Unanimous,3,5:00
7/19/14,Ian McCall,Brad Pickett,win,loss,Decision,Unanimous,3,5:00
10/9/13,Igor Araujo,Ildemar Alcantara,win,loss,Decision,Unanimous,3,5:00
3/8/14,Igor Araujo,Danny Mitchell,win,loss,Decision,Unanimous,3,5:00
8/1/10,Igor Pokrajac,James Irvin,win,loss,Submission,Rear-Naked Choke,1,2:29
3/3/11,Igor Pokrajac,Todd Brown,win,loss,TKO,Retirement,1,5:00
12/10/11,Igor Pokrajac,Krzysztof Soszynski,win,loss,KO,Punches,1,0:35
5/15/12,Igor Pokrajac,Fabio Maldonado,win,loss,Decision,Unanimous,3,5:00
4/14/00,Ikuhisa Minowa,Joe Slick,win,loss,TKO,Cut,3,2:02
1/19/13,Ildemar Alcantara,Wagner Prado,win,loss,Submission,Kneebar,2,2:39
6/8/13,Ildemar Alcantara,Leandro Silva,win,loss,Decision,Unanimous,3,5:00
2/15/14,Ildemar Alcantara,Albert Tumenov,win,loss,Decision,Split,3,5:00
1/31/15,Ildemar Alcantara,Richardson Moreira,win,loss,Decision,Split,3,5:00
3/8/14,Ilir Latifi,Cyrille Diabate,win,loss,Submission,Guillotine Choke,1,3:02
7/19/14,Ilir Latifi,Chris Dempsey,win,loss,KO,Punches,1,2:07
7/18/15,Ilir Latifi,Hans Stringer,win,loss,KO,Punches,1,0:56
1/17/16,Ilir Latifi,Sean O'Connell,win,loss,TKO,Punches,1,0:30
2/2/13,Isaac Vallie-Flagg,Yves Edwards,win,loss,Decision,Split,3,5:00
5/23/15,Islam Makhachev,Leo Kuntz,win,loss,Submission,Rear-Naked Choke,2,2:38
2/26/12,Issei Tamura,Tiequan Zhang,win,loss,KO,Punch,2,0:33
8/27/11,Iuri Alcantara,Felipe Arantes,win,loss,Decision,Unanimous,3,5:00
1/14/12,Iuri Alcantara,Michihiro Omigawa,win,loss,Decision,Unanimous,3,5:00
5/18/13,Iuri Alcantara,Iliarde Santos,win,loss,KO,Punches,1,2:31
2/15/14,Iuri Alcantara,Wilson Reis,win,loss,Decision,Split,3,5:00
5/31/14,Iuri Alcantara,Vaughan Lee,win,loss,KO,Punches,1,0:25
9/13/14,Iuri Alcantara,Russell Doane,win,loss,Decision,Unanimous,3,5:00
8/1/15,Iuri Alcantara,Leandro Issa,win,loss,Decision,Unanimous,3,5:00
9/4/13,Ivan Jorge,Keith Wisniewski,win,loss,Decision,Unanimous,3,5:00
2/22/15,Ivan Jorge,Josh Shockley,win,loss,Decision,Unanimous,3,5:00
